FDA_PreferredTerm	FDA_UNII	RxNorm_CUI	DrugBank_Name	DrugBank_CUI	ChEBI_CUI
CARMINIC ACID	CID8Z8N95N	1368643	None	None	None
CYCLOTHIAZIDE	P71U09G5BW	22033	None	None	CHEBI_31448
GUGULIPID	A4PW148END	283568	None	None	None
QUININE ARSENATE	8C15XFK30P	1309255	None	None	None
HYDROXYPROPYLBETADEX (0.58-0.68 MS)	1I96OHX6EK	1363608	None	None	None
CINNABAR	ZI0T668SF1	1311278	None	None	None
TYLAN	YEF4JXN031	995509	None	None	None
THERMOMYCES LANUGINOSUS	YI3WT83KTW	1426629	None	None	None
NAPROXEN	57Y76R9ATQ	7258	None	None	CHEBI_7476
PIPAZETHATE	M5EK1T5V2L	33740	Pipazethate	DB08796	None
CREOSOL	W9GW1KZG6N	1362910	None	None	None
FURSULTIAMINE	05J61265PX	4604	None	None	None
4-CYMENE	1G1C8T1N7Q	15002	None	None	None
1,2-BENZOPYRONE	A4VZ22K1WT	2898	None	None	None
DECAMETHRIN	2JTS8R821G	22374	None	None	None
PISCIDIA PISCIPULA ROOT BARK	58JV0P12FY	1309296	None	None	None
DICYCLOMINE	4KV4X8IF6V	3361	Dicyclomine	DB00804	None
OSBOND ACID	7S686LQT6T	1360626	None	None	None
AMMI VISNAGA FRUIT EXTRACT	3UN285QN0C	1353222	None	None	None
AMMONIUM DODECYL SULFATE	Q7AO2R1M0B	1424667	None	None	None
1-ANISOYL-2-PYRROLIDINONE	5L16LKN964	17939	None	None	None
PETROLEUM	6ZAE7X688J	324028	None	None	None
DEXTRAN 40	K3R6ZDH4DU	3272	None	None	None
TRICHLOROACETATE	5V2JDO056X	618564	None	None	None
STRAWBERRY ALLERGENIC EXTRACT	4J2TY8Y81V	892484	None	None	None
1,2,4-TRIAZOLO(4,3-A)PYRIDINE, 5,6,7,8-TETRAHYDRO-3-(2-(4-(2-METHYLPHENYL)-1-PIPERAZINYL)ETHYL)-	5RNZ8GJO7K	22298	None	None	None
GENTIAN	S72O3284MS	319824	None	None	None
COAST MAPLE POLLEN EXTRACT	E4CG5Q55M1	851736	None	None	None
TRAMADOL	39J1LGJ30J	10689	None	None	None
JUNIPERUS SCOPULORUM POLLEN	0G82TT8ZFY	852601	None	None	None
2-ETHYLHEXANOIC ACID	01MU2J7VVZ	1305517	None	None	None
PIPERIDINE, 2-(2,2-DICYCLOHEXYLETHYL)-	KU65374X44	8050	None	None	None
METHYLCELLULOSE (1500 CPS)	P0NTE48364	1313700	None	None	None
AMINOPHYLLINE HYDRATE	Y7E0LU9ZMS	388049	None	None	None
GRAPE SEED EXTRACT	C34U15ICXA	237116	None	None	None
BUFEXAMAC	4T3C38J78L	1796	None	None	None
KENTUCKY BLUEGRASS POLLEN EXTRACT	SCB8J7LS3T	852834	None	None	None
FOLLITROPIN ALPHA	076WHW89TW	386938	None	None	None
BROMAZINE HYDROCHLORIDE	202J683U97	91065	None	None	None
OCTYLDODECYL LACTATE	8JKW8M5W35	1313260	None	None	None
DICLORAN	F0BE9UC5J7	22895	None	None	None
BLACK-EYED PEA ALLERGENIC EXTRACT	786YV7B602	899490	None	None	None
SILODRATE	9T3UU8T0QK	1373351	None	None	None
LUCENTIS	ZL1R02VT79	644298	None	None	None
IDARUBICIN	ZRP63D75JW	5650	Idarubicin	DB01177	None
DIETHYLENETRIAMINE PENTAACETIC ACID	7A314HQM0I	3690	None	None	None
SIRAITIA GROSVENORII FRUIT	NOU2FB51TW	1436960	None	None	None
TECHNETIUM (99MTC) SESTAMIBI	971Z4W1S09	1482913	None	None	None
RED MULBERRY POLLEN EXTRACT	9LYI4RTZ52	852680	None	None	None
GRAPEFRUIT PEEL EXTRACT	3582N05Q44	1358897	None	None	None
ETHYLMORPHINE HCL	MFM5450P3T	235782	None	None	None
AZIDOCILLIN	R8XDP7L3SL	18609	Azidocillin	DB08795	None
WHEAT POLLEN EXTRACT	F1KAH8374D	867361	None	None	None
IMATINIB	BKJ8M8G5HI	282388	Imatinib	DB00619	CHEBI_45783
BAKER'S YEAST ALLERGENIC EXTRACT	978D8U419H	892674	None	None	None
ALFUZOSIN HCL	75046A1XTN	46043	None	None	None
POLOXAMER 181	09Y8E6164A	1371947	None	None	None
IOTROXAMIDE	389136RRO0	52527	None	None	None
PHENOXETHOL	HIE492ZZ3T	89552	None	None	None
GLYCERYL OLEATE	4PC054V79P	1311678	None	None	None
BUCKMINSTERFULLERENE	NP9U26B839	1435890	None	None	None
KEBUZONE	4VD83UL6Y6	28198	None	None	None
DILACOR	OLH94387TE	831221	None	None	None
CARELESS WEED POLLEN EXTRACT	1GH3WV23KH	851926	None	None	None
DIPHTHERIA TOXOID ADSORBED	IRH51QN26H	235600	None	None	None
PHYTONADIONE	A034SE7857	8308	None	None	CHEBI_18067
LEVEMIR	4FT78T86XV	400560	None	None	None
JUJUBE FRUIT	G55HNL2C70	1424897	None	None	None
PNEUMOCOCCAL CAPSULAR POLYSACCHARIDE TYPE 11A VACCINE	N967BGT6XW	854934	None	None	None
PROPYLPARABEN	Z8IX2SC1OH	34706	None	None	None
ALUMINUM MAGNESIUM SILICATE	6M3P64V0NC	17614	None	None	None
ANOGEISSUS LEIOCARPUS BARK	U5TP1X38RH	1309403	None	None	None
DIHYDROERGOCRYPTINE	67V3FSL2GL	3417	None	None	None
FEMRING	5R97F5H93P	405070	None	None	None
PACIFIC COD	ILA0LAH43W	1421438	None	None	None
BELATACEPT	E3B2GI648A	1112973	None	None	None
HUMAN MAMMARY GLAND	C89WQP58WD	1372308	None	None	None
THALLIUM	AD84R52XLF	1311633	None	None	None
VEREGEN	T432289GYZ	672820	None	None	None
PEG-3 ALPHA-LINOLENAMIDE	7F0U74Q9B1	1312711	None	None	None
ANTIMONY SULFIDE	1433F1I86N	1316091	None	None	None
ERICERUS PELA POLYCOSANOL	1T699M385K	1313747	None	None	None
PIPEMIDIC ACID	LT12J5HVR8	8337	None	None	None
PIPER CUBEBA FRUIT	Z99L7429MA	1310227	None	None	None
1H-INDENE-3-ACETIC ACID, 5-FLUORO-2-METHYL-1-((4-(METHYLSULFINYL)PHENYL)METHYLENE)-, (Z)-	184SNS8VUH	10237	None	None	None
APTIVUS	ZZT404XD09	614593	None	None	None
CINNAMON PREPARATION	5S29HWU6QB	285245	None	None	None
AEROSPAN	QK4DYS664X	1245271	None	None	None
7-CHLORO-1,3-DIHYDRO-1-METHYL-5-PHENYL-2H-1,4-BENZODIAZEPIN-2-ONE	Q3JTX2Q7TU	3322	None	None	None
IODOPROPYNYL BUTYLCARBAMATE	603P14DHEB	1426467	None	None	None
CUPRESSUS SEMPERVIRENS LEAF OIL	M7QUY89S4O	1309331	None	None	None
GLYCERYL TRICAPRATE	O1PB8EU98M	1314419	None	None	None
ACETIAMINE	SIJ2OU269U	236300	None	None	None
DEXRAZOXANE	048L81261F	42736	Dexrazoxane	DB00380	CHEBI_50223
COCO MONOISOPROPANOLAMIDE	21X4Y0VTB1	1435283	None	None	None
IOPIDINE	D2VW67N38H	151908	None	None	None
HEXOCYCLIUM METHYLSULFATE	84OPZ2Q0VB	235430	None	None	None
TRAVOPROST	WJ68R08KX9	283809	Travoprost	DB00287	None
INDOMETHACIN SODIUM	0IMX38M2GG	1294612	None	None	None
BIDENS BIPINNATA WHOLE	TRQ4JQ7DJQ	1312544	None	None	None
THYROTROPIN RELEASING HORMONE	5Y5F15120W	10580	None	None	None
LAGERSTROEMIA INDICA WHOLE	N47D84L52F	1370984	None	None	None
VORTIOXETINE HYDROBROMIDE	TKS641KOAY	1439834	None	None	None
HELICHRYSUM ITALICUM FLOWER EXTRACT	P62Y550X24	1310048	None	None	None
JUNIPERUS OSTEOSPERMA POLLEN	15L060HV8H	852597	None	None	None
CHAMAECYPARIS OBTUSA LEAF EXTRACT	7OL154J5XB	1305745	None	None	None
N-PENTANE	4FEX897A91	1311563	None	None	None
PONCIRUS TRIFOLIATA FRUIT	44445L49J2	1358900	None	None	None
1H-IMIDAZO(4,5-C)QUINOLIN-4-AMINE, 1-(2-METHYLPROPYL)-	P1QW714R7M	59943	None	None	None
DEMADEX	W31X2H97FB	71974	None	None	None
CARBARYL	R890C8J3N1	9724	None	None	None
ARABICA COFFEE OIL	IK55HKE887	1362134	None	None	None
ATRACTYLODES MACROCEPHALA ROOT EXTRACT	08T3N29QJB	1372633	None	None	None
IODINATED GLYCEROL	8C0LU36AR9	27723	None	None	None
ERYTHRITOL TETRANITRATE	35X333P19D	4040	None	None	CHEBI_60072
JAPANESE BLACK PINE POLLEN EXTRACT	6607IKD2XX	900777	None	None	None
GROUNDSEL POLLEN EXTRACT	BBO1IJ3ZIW	897332	None	None	None
SANTALUM SPICATUM OIL	H9LVS6REV4	1305660	None	None	None
EPROSARTAN	2KH13Z0S0Y	83515	Eprosartan	DB00876	CHEBI_4814
CYPRIPEDIUM PARVIFOLUM ROOT EXTRACT	21Y9GZ1LZA	1343597	None	None	None
AMARANTHUS CAUDATUS SEED	FJ722PPQ9M	1307690	None	None	None
CHROMONAR	R0C9NIE5JJ	2508	None	None	None
CEFIXIME TRIHYDRATE	97I1C92E55	25033	None	None	None
ETHAMSYLATE	24YL531VOH	4112	None	None	None
POLYQUATERNIUM-39 (31/40/29 ACRYLIC ACID/ACRYLAMIDE/DADMAC; 1500000 MW)	5CO59WNJ6R	1421900	None	None	None
2-PHENYLPHENOL	D343Z75HT8	236677	None	None	None
CYMBOPOGON MARTINI TOP	7K1N3UZ6DU	1442507	None	None	None
ISOPROPYL TITANIUM TRIISOSTEARATE	949E3KBJ1I	1356144	None	None	None
PERSEA AMERICANA SEED BUTTER	TSD0N1V8MB	1309494	None	None	None
BERBERIS VULGARIS ROOT	ITJ40JX79U	1310120	None	None	None
HYDROXYPROPYL .BETA.-CYCLODEXTRIN	1I96OHX6EK	1363608	None	None	None
GLYCERYL TRINITRATE	G59M7S0WS3	4917	None	None	CHEBI_28787
CROMOGLYCIC ACID	Y0TK0FS77W	42612	None	None	None
2,6,10,15,19,23-HEXAMETHYLTETRACOSANE	GW89575KF9	1363644	None	None	None
POLYGONATUM ODORATUM ROOT	KPF03O64AZ	1307550	None	None	None
TESSALON PERLES	5P4DHS6ENR	220224	None	None	None
ETIDRONIC ACID	M2F465ROXU	1356715	Etidronic acid	DB01077	CHEBI_4907
D-MANNOSE	PHA4727WTP	6633	None	None	None
AZFICEL-T	022461SR75	1114112	None	None	None
ACONITUM LYCOCTONUM	EX75Q30TX6	1441295	None	None	None
GREEN OLIVE	6HD2W46UEG	971379	None	None	None
HYDROGENATED PALM OIL	257THB963H	1307676	None	None	None
TURKEY ALLERGENIC EXTRACT	8E9NT44R8I	975119	None	None	None
ACTIVATED CARBON	2P3VWU3H10	272	None	None	None
DANAPAROID SODIUM	5004UU3156	103843	None	None	None
SPEARMINT OIL	C3M81465G5	1305657	None	None	None
VERDESO	J280872D1O	669747	None	None	None
CALIFORNIA JUNIPER POLLEN EXTRACT	0H1V4V5V9L	852585	None	None	None
HIPPOPHAE RHAMNOIDES SEED OIL	T53SBG6741	1309359	None	None	None
ALAWAY	HBD503WORO	707591	None	None	None
MAGNESIUM ACETATE TETRAHYDRATE	I01G0EJC3B	317246	None	None	None
3-((1R,2R)-3-(DIMETHYLAMINO)-1-ETHYL-2-METHYLPROPYL)PHENOL	H8A007M585	787390	None	None	None
ETHOSUXIMIDE	5SEH9X1D1D	4135	None	None	CHEBI_4887
BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE	75D21FL1PI	1368141	None	None	None
VERBASCUM DENSIFLORUM LEAF	9936O846LI	1307970	None	None	None
ERYTHROSINE SODIUM	PN2ZH5LOQY	1366961	None	None	None
ACAM2000	4SV59689SK	833083	None	None	None
CHENODEOXYCHOLATE	0GEI24LG0J	42588	None	None	None
SORBITAN ISOSTEARATE	01S2G2C1E4	1310513	None	None	None
LOBSTER	ZQ6LG2C39M	892561	None	None	None
SACCHAROMYCES CEREVISIAE ALLERGENIC EXTRACT	978D8U419H	350141	None	None	None
HESPERETIN-7-RUTINOSIDE	E750O06Y6O	5281	None	None	None
HALAVEN	AV9U0660CW	1045457	None	None	None
RAMACE	L35JN3I7SJ	262418	None	None	None
POLYACRYLIC ACID (250000 MW)	9G2MAD7J6W	1309733	None	None	None
DIPERODON HYDROCHLORIDE	5YZ5R8I73Y	133043	None	None	None
ACETYLSALICYLATE SODIUM	E62HT5S2E9	314293	None	None	None
DIISOPROPYLAMINE	BR9JLI40NO	1362925	None	None	None
SANDALWOOD OIL	X7X01WMQ5F	1309224	None	None	None
IRON OXIDE YELLOW	EX438O2MRT	1305582	None	None	None
PITAVASTATIN	M5681Q5F9P	861634	Pitavastatin	DB08860	CHEBI_32020
GALLOPAMIL HYDROCHLORIDE	VT4VR32A0T	439837	None	None	None
1H-BENZIMIDAZOLE, 2-(((4-(3-METHOXYPROPOXY)-3-METHYL-2-PYRIDINYL)METHYL)SULFINYL)-, SODIUM SALT	3L36P16U4R	226868	None	None	None
DECYL OLEATE	ZGR06DO97T	1307038	None	None	None
LEVOMEFOLIC ACID	8S95DH25XC	1025342	None	None	None
ALLERGENIC EXTRACT,AGARICUS CAMPESTRIS	54C8E6W6JY	317199	None	None	None
CYCLAMEN PURPURASCENS TUBER	G728143D8Q	1310339	None	None	None
AMIFOSTINE	M487QF2F4V	4126	None	None	CHEBI_2636
VENTIPULMIN	GOR5747GWU	1298258	None	None	None
VCR	5J49Q6B70F	11202	None	None	None
OLEYL ERUCATE	753W099NQ6	1432298	None	None	None
OPUNTIA FICUS-INDICA EXTRACT	23Z87HTQ6P	1426950	None	None	None
MICOTIL	XL4103X2E3	541568	None	None	None
HEDYCHIUM CORONARIUM ROOT EXTRACT	92A6N0IQN9	1307804	None	None	None
SODIUM LAURATE	K146MR5EXO	1425357	None	None	None
ALITRETINOIN	1UA8E65KDZ	81864	Alitretinoin	DB00523	CHEBI_50648
SODIUM CYCLAMATE	1I6F42RME1	56467	None	None	None
DOLUTEGRAVIR SODIUM	1Q1V9V5WYQ	1433867	None	None	None
L-HISTIDINE	4QD397987E	5340	None	None	None
FERROUS IODIDE	F5452U54PN	1311296	None	None	None
BRIMONIDINE TARTRATE	4S9CL2DY2H	39171	None	None	None
CAULOPHYLLUM THALICTROIDES ROOT EXTRACT	JTJ6HH6YEH	1342487	None	None	None
SECREFLO	R0R146K62L	352971	None	None	None
POTENTILLA ANSERINA FLOWERING TOP	H00Y243SK0	1309729	None	None	None
SACCHAROMYCES LYSATE	R85W246Z1C	1426343	None	None	None
NEATSFOOT OIL	ABX44A7E3O	1358967	None	None	None
OXACEPROL	Q0XV76B96L	28068	None	None	None
PEG-4 RAPESEEDAMIDE	89575CN928	1307829	None	None	None
RISEDRONATE SODIUM HEMI-PENTAHYDRATE	HU2YAQ274O	1356127	None	None	None
ALLERGENIC EXTRACT,HORMODENDRUM HORDEI	R1786Y8H66	314388	None	None	None
RESTORIL	CHB1QD2QSS	219641	None	None	None
AMIKACIN SULPHATE	N6M33094FD	643	None	None	None
STAVUDINE	BO9LE4QFZF	59763	Stavudine	DB00649	None
TIFENAMIL	GX4D5197DT	38150	None	None	None
HYDROXYETHYL CELLULOSE (140 MPA.S AT 5%)	8136Y38GY5	1305727	None	None	None
RYTHMOL	33XCH0HOCD	82079	None	None	None
ANGIOTENSIN II, 1-(N-METHYLGLYCINE)-5-L-VALINE-8-L-ALANINE-	H2AFV2HE66	9556	None	None	None
DICHLOROACETATE	9LSH52S3LQ	3347	None	None	CHEBI_36386
BRASSICA RAPA VAR. RAPA OIL	N4G8379626	1306155	None	None	None
PROPITOCAINE	046O35D44R	8686	None	None	CHEBI_8404
CANASA	4Q81I59GXC	196493	None	None	CHEBI_6775
EMEDASTINE DIFUMARATE	42MB94QOSM	221094	None	None	None
SHARK LIVER OIL PREPARATION	4B24275HEU	91472	None	None	None
PHENTOLAMINE MESILATE	Y7543E5K9T	227240	None	None	None
TRANXENE	63FN7G03XY	202966	None	None	None
FOSPROPOFOL DISODIUM	30868AY0IF	813021	None	None	None
CUPRESSUS SEMPERVIRENS LEAFY TWIG	7HB6L93P3U	1442505	None	None	None
CETYL BETAINE	E945X08YA9	1306175	None	None	None
GLYBENCLAMIDE	SX6K58TVWC	4815	None	None	None
METHOXYISOPROPANOL	74Z7JO8V3U	1367160	None	None	None
2-PROPANOL, 1,1,1-TRICHLORO-2-METHYL-	HM4YQM8WRC	2378	None	None	None
RHODOMYRTUS TOMENTOSA FRUIT	Q99511S58K	1363468	None	None	None
SUS SCROFA TONSIL	TB08NIC03W	1311264	None	None	None
CYTOMEL	GCA9VV7D2N	3081	None	None	None
CALCIUM CATION	2M83C4R6ZB	1316581	None	None	None
CORTICOTROPIN, REPOSITORY	K0U68Q2TXA	376	None	None	None
INTRON A	43K1W2T1M6	545290	None	None	None
GEMEPROST	45KZB1FOLS	12449	None	None	None
FILIPENDULA ULMARIA LEAF	37GVN739ZQ	1307668	None	None	None
CYMBOPOGON SCHOENANTHUS LEAF EXTRACT	XF54B1Z2HF	1309422	None	None	None
ELEUTHERO	ZQH6VH092Z	1368902	None	None	None
SUS SCROFA PINEAL GLAND	050QZ2EDK7	1311078	None	None	None
EVOXAC	P81Q6V85NP	261514	None	None	None
AMSA	JM63707O3J	739	None	None	None
PAZOPANIB HYDROCHLORIDE	33Y9ANM545	732187	None	None	None
2-PROPENOIC ACID	J94PBK7X8S	1368626	None	None	None
GUANADREL	765C9332T4	26296	None	None	None
PVP-IODINE	85H0HZU99M	8611	None	None	None
FISH OILS	XGF7L72M0F	4419	None	None	None
INFUMORPH	X3P646A2J0	203358	None	None	None
PANDEL	O6550D6K3A	219083	None	None	None
SULFACARBAMIDE	W6CD25Z4QR	37333	None	None	None
FENOZOLONE	1NZI4LMU6G	24860	None	None	None
ALL-TRANS-RETINOIC ACID	5688UTC01R	10753	None	None	None
LOLIUM PERENNE SSP. MULTIFLORUM POLLEN	VJI0WKK736	1014340	None	None	None
VARICELLA-ZOSTER VIRUS STRAIN OKA/MERCK LIVE ANTIGEN	GPV39ZGD8C	805486	None	None	None
DEXLANSOPRAZOLE	UYE4T5I70X	816346	None	None	None
URTICA DIOICA PREPARATION	X6M0DRN46Q	350490	None	None	None
CALCIUM DOBESILATE	5921X1560Q	1904	None	None	None
MURAMIDASE HCL	4YRW73H69V	236329	None	None	None
SILK, ENZYME HYDROLYZED (1000 MW)	960MDR3Z07	1366710	None	None	None
ANISUM	21C2F5E8RE	1320407	None	None	None
C20-40 ACID	CKJ5537111	1425982	None	None	None
ETHYLPARABEN SODIUM	Z0D00IVA10	1364859	None	None	None
ZIAGEN	J220T4J9Q2	221017	None	None	None
INFLUENZA B VIRUS B/HUBEI-WUJIAGANG/158/2009 BX-39 ANTIGEN (PROPIOLACTONE INACTIVATED)	3S1ZBQ2B9I	1304124	None	None	None
HYPROMELLOSE ACETATE SUCCINATE 16070722 (3 MM2/S)	24P2YXD2PW	1313185	None	None	None
METHANESULFONIC ACID	12EH9M7279	1426387	None	None	None
MAGNESIUM CHLORIDE	02F3473H9O	6579	None	None	None
ALLERGENIC EXTRACT,USTILAGO MAYDIS	4K7Z7K7SWG	314488	None	None	None
GATTEX	7M19191IKG	1364473	None	None	CHEBI_72305
THIAMPHENICOL GLYCINATE	W5H94CY6V6	163416	None	None	None
IMATINIB MESILATE	8A1O1M485B	284924	None	None	None
APTIOM	BEA68ZVB2K	1482508	None	None	None
SODIUM CITRATE, DIHYDRATE	B22547B95K	221163	None	None	None
BANZEL	WFW942PR79	824296	None	None	None
REISHI MUSHROOM EXTRACT	TKD8LH0X2Z	1313180	None	None	None
.ALPHA.1-PROTEINASE INHIBITOR HUMAN	F43I396OIS	991743	None	None	None
ISOBUTANE	BXR49TP611	1363040	None	None	None
CULTIVATED OAT POLLEN EXTRACT	A7IKY24TR7	852114	None	None	None
CHENOPODIUM QUINOA SEED EXTRACT	OO4K72NZ2X	1306195	None	None	None
ROSEMARY	IJ67X351P9	1314597	None	None	None
CLOPREDNOL	SYP56O3GJG	21285	None	None	None
BRUCINE SULFATE	KY7O12XPOQ	1311059	None	None	None
MANNA	Q0MN98P9Q4	11454	None	None	None
ANTITHROMBIN III, HUMAN	T0LTO7L82X	221062	None	None	None
PLICAMYCIN	NIJ123W41V	6995	Plicamycin	DB06810	CHEBI_31856
SEVELAMER CARBONATE	9YCX42I8IU	660890	None	None	None
5H-DIBENZO(B,E)(1,4)DIAZEPINE, 8-CHLORO-11-(4-METHYL-1-PIPERAZINYL)-	J60AR2IKIC	2626	None	None	None
INTERLEUKIN-11	O14Q7A13PT	1311380	None	None	None
CHLOROBUTANOL HEMIHYDRATE	3X4P6271OX	1309399	None	None	None
MEGLUMINE IOTROXINATE	389136RRO0	52527	None	None	None
ZANTHOXYLUM NITIDUM ROOT	L2CQZ81759	1365708	None	None	None
GUAR GUM	E89I1637KE	26344	None	None	None
OBIDOXIME	N6KNE1QA9O	42826	None	None	None
ACETYLCARNITINE HYDROCHLORIDE	NDW10MX58T	476316	None	None	None
2-ETHYLHEXYL 2-CYANO-3,3-DIPHENYLACRYLATE	5A68WGF6WM	77674	None	None	None
ARNICA CORDIFOLIA FLOWER EXTRACT	JCG1OSZ7A8	1307964	None	None	None
PERINDOPRIL	Y5GMK36KGY	54552	Perindopril	DB00790	None
LANOLIN,ANHYDROUS LIQUID	7EV65EAW6H	1305544	None	None	None
FENNEL SEED PREPARATION	G3QC02NIE6	125918	None	None	None
PHENOLPHTHALEIN,WHITE	6QK969R2IF	155122	None	None	None
IOPAMIDOL	JR13W81H44	5966	None	None	None
CHLORPROTHIXENE HCL	268KCR965N	91133	None	None	None
SORBITAN TRIOLEATE	QE6F49RPJ1	1363643	None	None	None
BROCCOLI	UOI4FT57BZ	319808	None	None	None
XENAZINE	Z9O08YRN8O	594629	None	None	CHEBI_9467
CHROMIC OXIDE	X5Z09SU859	1363045	None	None	None
DIHYDROERGOTOXINE METHANESULPHONATE	X3S33EX3KW	4024	None	None	None
OXICONAZOLE NITRATE	RQ8UL4C17S	56226	None	None	None
DROTAVERINE HCL	24ZVH4C669	236960	None	None	None
RETAVASE	DQA630RIE9	219642	None	None	None
POTASSIUM ACID PHOSPHATE	4J9FJ0HL51	55019	None	None	None
ZANTHOXYLUM SCHINIFOLIUM WHOLE	M8QGZ6O788	1358886	None	None	None
AMILORIDE	7DZO8EB0Z3	644	Amiloride	DB00594	CHEBI_2639
ABIRATERONE	G819A456D0	1100072	Abiraterone	DB05812	CHEBI_68642
DIBROMPROPAMIDINE	269M3QL74S	22865	None	None	None
ETHENE	91GW059KN7	1314362	None	None	None
ABSIDIA RAMOSA EXTRACT	1M4E76V32I	1014749	None	None	None
CALCIUM GLUCEPTATE	L11651398J	47618	None	None	None
1,2-DIMETHYLBENZENE	Z2474E14QP	1313248	None	None	CHEBI_28063
AGROSTIS STOLONIFERA POLLEN	255H8VT4RK	1094116	None	None	None
SOTRADECOL	Q1SUG5KBD6	42896	None	None	None
TOPICORT	4E07GXB7AU	220345	None	None	None
2,8-DIAMINO-10-METHYLACRIDINIUM CHLORIDE MIXTURE WITH 2,8-DIAMINOACRIDINE	1T3A50395T	249	None	None	None
CONICINE	C479P32L2D	1313334	None	None	None
HYPROMELLOSE 2906 (50 MPA.S)	612E703ZUQ	1297881	None	None	None
BABESIA MICROTI PREPARATION	1948X6KEG3	1435869	None	None	None
TRINITROPHENOL	A49OS0F91S	1320642	None	None	None
NICKEL	7OV03QG267	1311629	None	None	None
THEOPHYLLINE	C137DTR5RG	10438	None	None	None
BROMFENAC SODIUM	8ECV571Y37	47364	None	None	None
INFLUENZA A VIRUS A/NEW CALEDONIA/20/99 (H1N1) ANTIGEN (PROPIOLACTONE INACTIVATED)	3NPZ4Z3B94	1366995	None	None	None
BETAHISTINE DIHYDROCHLORIDE	49K58SMZ7U	81964	None	None	None
CINCHONAN-9-OL, 6'-METHOXY-, (9S)-	ITX08688JL	9068	None	None	None
PENICILLIUM ITALICUM EXTRACT	AZJ5XKM7W3	967960	None	None	None
ASPERGILLUS TERREUS ALLERGENIC EXTRACT	QBN8K7055X	314324	None	None	None
FUSIDATE SODIUM	J7P3696BCQ	9874	None	None	None
DOXERCALCIFEROL	3DIZ9LF5Y9	11516	None	None	None
ALNUS GLUTINOSA POLLEN	X5K014C28D	1484973	None	None	None
TRIMIPRAMINE MESYLATE	Y62G268P6X	236189	None	None	None
CARBASTAT	8Y164V895Y	472676	None	None	None
AMITRIPTYLINE	1806D8D52K	704	Amitriptyline	DB00321	None
CALCIUM DISODIUM VERSENATE	25IH6R4SGF	203786	None	None	None
CREATININE	AYI8EX34EU	2913	None	None	None
RELPAX	M41W832TA3	353724	None	None	None
OXYPHENISATINE	3BT0VQG2GQ	8136	None	None	None
MICROPLASMIN	7V6HE3DM5A	29998	None	None	None
POLYSORBATE 80	6OZP39ZG8H	8560	None	None	None
ISOETARINE	YV0SN3276Q	6023	None	None	None
SAFFLOWER SEED	8FCL6A31TX	1440241	None	None	None
6-QUINOLINEMETHANOL, 1,2,3,4-TETRAHYDRO-2-(((1-METHYLETHYL)AMINO)METHYL)-7-NITRO-	0O977R722D	7778	None	None	None
NARINGENIN	HN5425SBF2	1368173	Naringenin	DB03467	CHEBI_17846
ESTRAMUSTINE PHOSPHATE SODIUM	75F375MT2N	4090	None	None	None
DILL ALLERGENIC EXTRACT	Y05PC4JZRH	975763	None	None	None
MYRISTYL LACTATE	1D822OC34X	1363720	None	None	None
GONADORELIN ACETATE	2RG1XQ1NYJ	204193	None	None	None
RESPIRATORY VACCINE	78I1W13C3D	253196	None	None	None
LAMINARIA OCHROLEUCA	4R2124HE76	1426559	None	None	None
DIAMOX	O3FX965V0I	151619	None	None	CHEBI_27690
ACETYL-L-CARNITINE	6DH1W9VH8Q	193	None	None	None
DANAZOL	N29QWW3BUO	3102	Danazol	DB01406	CHEBI_4315
MINOCYCLINE HCL	0020414E5U	6979	None	None	None
BORAGO OFFICINALIS SEED EXTRACT	2GXJ790US0	1307641	None	None	None
BUTOCONAZOLE	0Q771797PH	19884	None	None	None
ACAI FRUIT PULP	51U7FI9EXO	1482538	None	None	None
MESNA	NR7O1405Q9	44	None	None	None
MILNACIPRAN HYDROCHLORIDE	RNZ43O5WW5	30003	None	None	None
SUCCINYLCHOLINE BROMIDE	1MBL83KX8J	121039	None	None	None
PUNICA GRANATUM FLOWER EXTRACT	D9B634V4GP	1307706	None	None	None
PYRROLIDONE	KKL5D39EOL	1358473	None	None	None
CENTAURIUM ERYTHRAEA	57X4TSH58S	1368149	None	None	None
GABA	2ACZ6IPC6I	4617	None	None	None
PEPPER TREE POLLEN	M0G28FH9K1	852140	None	None	None
ETHACRIDINE	WIX85M1A6R	4106	None	None	None
ZIPRASIDONE HYDROCHLORIDE ANHYDROUS	JAL53626GG	1362139	None	None	None
ISOPROPYL (Z)-7-((1R,2R,3R,5S)-3,5-DIHYDROXY-2-((3R)-3-HYDROXY-5-PHENYLPENTYL)CYCLOPENTYL)-5-HEPTENOATE	6Z5B6HVF6O	43611	None	None	None
PYRETHRUM EXTRACT	ZUM06L90GV	1232405	None	None	None
DOMPERIDONE	5587267Z69	3626	Domperidone	DB01184	CHEBI_31515
LOBELIA INFLATA	9PP1T3TC5U	1364292	None	None	None
MORINDA CITRIFOLIA LEAF	7UOL7P5FF5	1307858	None	None	None
LACTOBIONIC ACID	65R938S4DV	1426413	None	None	None
SELZENTRY	MD6P741W8A	728648	None	None	None
GLYCERYL TRIPALMITATE	D133ZRF50U	1368169	None	None	None
DULOXETINE HCL	9044SC542W	476250	None	None	None
ACETORPHAN	76K53XP4TO	16738	None	None	None
TALBUTAL	4YIR8202AX	89810	None	None	None
